Schedule_ID,Route_Code,Stop_ID,Trip_Number,Direction,Operating_Days,Departure_Time
SCH-OR-I09-01,ORANGE,B-01,9,Inbound,Daily,16:30
SCH-OR-I10-10,ORANGE,B-10,10,Inbound,Daily,16:54
SCH-OR-I10-09,ORANGE,B-09,10,Inbound,Daily,16:55
SCH-OR-I10-08,ORANGE,B-08,10,Inbound,Daily,16:56
SCH-OR-I10-07,ORANGE,B-07,10,Inbound,Daily,16:56
SCH-OR-I10-06,ORANGE,B-06,10,Inbound,Daily,16:56
SCH-OR-I10-05,ORANGE,B-05,10,Inbound,Daily,16:57
SCH-OR-I10-04,ORANGE,B-04,10,Inbound,Daily,16:57
SCH-OR-I10-03,ORANGE,B-03,10,Inbound,Daily,16:57
SCH-OR-I10-01,ORANGE,B-01,10,Inbound,Daily,17:00
SCH-OR-I11-10,ORANGE,B-10,11,Inbound,Daily,17:24
SCH-OR-I11-09,ORANGE,B-09,11,Inbound,Daily,17:25
SCH-OR-I11-08,ORANGE,B-08,11,Inbound,Daily,17:26
SCH-OR-I11-07,ORANGE,B-07,11,Inbound,Daily,17:26
SCH-OR-I11-06,ORANGE,B-06,11,Inbound,Daily,17:26
SCH-OR-I11-05,ORANGE,B-05,11,Inbound,Daily,17:27
SCH-OR-I11-04,ORANGE,B-04,11,Inbound,Daily,17:27
SCH-OR-I11-03,ORANGE,B-03,11,Inbound,Daily,17:27
SCH-OR-I11-01,ORANGE,B-01,11,Inbound,Daily,17:30
SCH-OR-I12-10,ORANGE,B-10,12,Inbound,Daily,17:54
SCH-OR-I12-09,ORANGE,B-09,12,Inbound,Daily,17:55
SCH-OR-I12-08,ORANGE,B-08,12,Inbound,Daily,17:56
SCH-OR-I12-07,ORANGE,B-07,12,Inbound,Daily,17:56
SCH-OR-I12-06,ORANGE,B-06,12,Inbound,Daily,17:56
SCH-OR-I12-05,ORANGE,B-05,12,Inbound,Daily,17:57
SCH-OR-I12-04,ORANGE,B-04,12,Inbound,Daily,17:57
SCH-OR-I12-03,ORANGE,B-03,12,Inbound,Daily,17:57
SCH-OR-I12-01,ORANGE,B-01,12,Inbound,Daily,18:00
Schedule_ID,Route_Code,Stop_ID,Trip_Number,Direction,Operating_Days,Departure_Time
SCH-IM-DIR-O01-01,ISHIUCHI_DIRECT,IM-01,1,Outbound,Daily,07:20
SCH-IM-DIR-O01-03,ISHIUCHI_DIRECT,IM-03,1,Outbound,Daily,07:35
SCH-IM-DIR-O02-01,ISHIUCHI_DIRECT,IM-01,2,Outbound,Daily,08:05
SCH-IM-DIR-O02-03,ISHIUCHI_DIRECT,IM-03,2,Outbound,Daily,08:20
SCH-IM-DIR-O03-01,ISHIUCHI_DIRECT,IM-01,3,Outbound,Daily,09:00
SCH-IM-DIR-O03-03,ISHIUCHI_DIRECT,IM-03,3,Outbound,Daily,09:15
SCH-IM-DIR-O04-01,ISHIUCHI_DIRECT,IM-01,4,Outbound,Daily,09:40
SCH-IM-DIR-O04-03,ISHIUCHI_DIRECT,IM-03,4,Outbound,Daily,09:55
SCH-IM-DIR-O05-01,ISHIUCHI_DIRECT,IM-01,5,Outbound,Daily,10:15
SCH-IM-DIR-O05-03,ISHIUCHI_DIRECT,IM-03,5,Outbound,Daily,10:30
SCH-IM-DIR-O06-01,ISHIUCHI_DIRECT,IM-01,6,Outbound,Daily,11:25
SCH-IM-DIR-O06-03,ISHIUCHI_DIRECT,IM-03,6,Outbound,Daily,11:40
SCH-IM-DIR-O07-01,ISHIUCHI_DIRECT,IM-01,7,Outbound,Daily,13:30
SCH-IM-DIR-O07-02,ISHIUCHI_DIRECT,IM-02,7,Outbound,Daily,13:37
SCH-IM-DIR-O07-03,ISHIUCHI_DIRECT,IM-03,7,Outbound,Daily,13:47
SCH-IM-DIR-O08-01,ISHIUCHI_DIRECT,IM-01,8,Outbound,Daily,14:45
SCH-IM-DIR-O08-02,ISHIUCHI_DIRECT,IM-02,8,Outbound,Daily,14:52
SCH-IM-DIR-O08-03,ISHIUCHI_DIRECT,IM-03,8,Outbound,Daily,15:02
SCH-IM-DIR-O09-01,ISHIUCHI_DIRECT,IM-01,9,Outbound,Daily,15:40
SCH-IM-DIR-O09-02,ISHIUCHI_DIRECT,IM-02,9,Outbound,Daily,15:47
SCH-IM-DIR-O09-03,ISHIUCHI_DIRECT,IM-03,9,Outbound,Daily,15:57
SCH-IM-DIR-O10-01,ISHIUCHI_DIRECT,IM-01,10,Outbound,Daily,16:35
SCH-IM-DIR-O10-02,ISHIUCHI_DIRECT,IM-02,10,Outbound,Daily,16:42
SCH-IM-DIR-O10-03,ISHIUCHI_DIRECT,IM-03,10,Outbound,Daily,16:52
SCH-IM-DIR-O11-01,ISHIUCHI_DIRECT,IM-01,11,Outbound,Daily,17:30
SCH-IM-DIR-O11-02,ISHIUCHI_DIRECT,IM-02,11,Outbound,Daily,17:37
SCH-IM-DIR-O11-03,ISHIUCHI_DIRECT,IM-03,11,Outbound,Daily,17:47
SCH-IM-DIR-I01-03,ISHIUCHI_DIRECT,IM-03,1,Inbound,Daily,07:35
SCH-IM-DIR-I01-02,ISHIUCHI_DIRECT,IM-02,1,Inbound,Daily,07:45
SCH-IM-DIR-I01-01,ISHIUCHI_DIRECT,IM-01,1,Inbound,Daily,07:52
SCH-IM-DIR-I02-03,ISHIUCHI_DIRECT,IM-03,2,Inbound,Daily,08:20
SCH-IM-DIR-I02-02,ISHIUCHI_DIRECT,IM-02,2,Inbound,Daily,08:30
SCH-IM-DIR-I02-01,ISHIUCHI_DIRECT,IM-01,2,Inbound,Daily,08:37
SCH-IM-DIR-I03-03,ISHIUCHI_DIRECT,IM-03,3,Inbound,Daily,09:15
SCH-IM-DIR-I03-02,ISHIUCHI_DIRECT,IM-02,3,Inbound,Daily,09:25
SCH-IM-DIR-I03-01,ISHIUCHI_DIRECT,IM-01,3,Inbound,Daily,09:32
SCH-IM-DIR-I04-03,ISHIUCHI_DIRECT,IM-03,4,Inbound,Daily,09:55
SCH-IM-DIR-I04-02,ISHIUCHI_DIRECT,IM-02,4,Inbound,Daily,10:05
SCH-IM-DIR-I04-01,ISHIUCHI_DIRECT,IM-01,4,Inbound,Daily,10:12
SCH-IM-DIR-I05-03,ISHIUCHI_DIRECT,IM-03,5,Inbound,Daily,10:30
SCH-IM-DIR-I05-02,ISHIUCHI_DIRECT,IM-02,5,Inbound,Daily,10:40
SCH-IM-DIR-I05-01,ISHIUCHI_DIRECT,IM-01,5,Inbound,Daily,10:47
SCH-IM-DIR-I06-03,ISHIUCHI_DIRECT,IM-03,6,Inbound,Daily,11:40
SCH-IM-DIR-I06-02,ISHIUCHI_DIRECT,IM-02,6,Inbound,Daily,11:50
SCH-IM-DIR-I06-01,ISHIUCHI_DIRECT,IM-01,6,Inbound,Daily,11:57
SCH-IM-DIR-I07-03,ISHIUCHI_DIRECT,IM-03,7,Inbound,Daily,13:47
SCH-IM-DIR-I07-01,ISHIUCHI_DIRECT,IM-01,7,Inbound,Daily,14:02
SCH-IM-DIR-I08-03,ISHIUCHI_DIRECT,IM-03,8,Inbound,Daily,15:02
SCH-IM-DIR-I08-01,ISHIUCHI_DIRECT,IM-01,8,Inbound,Daily,15:17
SCH-IM-DIR-I09-03,ISHIUCHI_DIRECT,IM-03,9,Inbound,Daily,15:57
SCH-IM-DIR-I09-01,ISHIUCHI_DIRECT,IM-01,9,Inbound,Daily,16:12
SCH-IM-DIR-I10-03,ISHIUCHI_DIRECT,IM-03,10,Inbound,Daily,16:52
SCH-IM-DIR-I10-01,ISHIUCHI_DIRECT,IM-01,10,Inbound,Daily,17:07
SCH-IM-DIR-I11-03,ISHIUCHI_DIRECT,IM-03,11,Inbound,Daily,17:47
SCH-IM-DIR-I11-01,ISHIUCHI_DIRECT,IM-01,11,Inbound,Daily,18:02
SCH-IM-LOOP-L01-01,ISHIUCHI_LOOP,IM-01,1,Loop,Daily,08:15
SCH-IM-LOOP-L01-04,ISHIUCHI_LOOP,IM-04,1,Loop,Daily,08:22
SCH-IM-LOOP-L01-02,ISHIUCHI_LOOP,IM-02,1,Loop,Daily,08:25
SCH-IM-LOOP-L01-01A,ISHIUCHI_LOOP,IM-01,1,Loop,Daily,08:32
SCH-IM-LOOP-L01-05,ISHIUCHI_LOOP,IM-05,1,Loop,Daily,08:34
SCH-IM-LOOP-L01-06,ISHIUCHI_LOOP,IM-06,1,Loop,Daily,08:39
SCH-IM-LOOP-L01-01B,ISHIUCHI_LOOP,IM-01,1,Loop,Daily,08:44
SCH-IM-LOOP-L02-01,ISHIUCHI_LOOP,IM-01,2,Loop,Daily,09:00
SCH-IM-LOOP-L02-04,ISHIUCHI_LOOP,IM-04,2,Loop,Daily,09:07
SCH-IM-LOOP-L02-02,ISHIUCHI_LOOP,IM-02,2,Loop,Daily,09:10
SCH-IM-LOOP-L02-01A,ISHIUCHI_LOOP,IM-01,2,Loop,Daily,09:17
SCH-IM-LOOP-L02-05,ISHIUCHI_LOOP,IM-05,2,Loop,Daily,09:19
SCH-IM-LOOP-L02-06,ISHIUCHI_LOOP,IM-06,2,Loop,Daily,09:24
SCH-IM-LOOP-L02-01B,ISHIUCHI_LOOP,IM-01,2,Loop,Daily,09:29
SCH-IM-LOOP-L03-01,ISHIUCHI_LOOP,IM-01,3,Loop,Daily,09:45
SCH-IM-LOOP-L03-04,ISHIUCHI_LOOP,IM-04,3,Loop,Daily,09:52
SCH-IM-LOOP-L03-02,ISHIUCHI_LOOP,IM-02,3,Loop,Daily,09:55
SCH-IM-LOOP-L03-01A,ISHIUCHI_LOOP,IM-01,3,Loop,Daily,10:02
SCH-IM-LOOP-L03-05,ISHIUCHI_LOOP,IM-05,3,Loop,Daily,10:04
SCH-IM-LOOP-L03-06,ISHIUCHI_LOOP,IM-06,3,Loop,Daily,10:09
SCH-IM-LOOP-L03-01B,ISHIUCHI_LOOP,IM-01,3,Loop,Daily,10:14
SCH-IM-LOOP-L04-01,ISHIUCHI_LOOP,IM-01,4,Loop,Daily,10:30
SCH-IM-LOOP-L04-02,ISHIUCHI_LOOP,IM-02,4,Loop,Daily,10:37
SCH-IM-LOOP-L04-01A,ISHIUCHI_LOOP,IM-01,4,Loop,Daily,10:44
SCH-IM-LOOP-L04-05,ISHIUCHI_LOOP,IM-05,4,Loop,Daily,10:46
SCH-IM-LOOP-L04-06,ISHIUCHI_LOOP,IM-06,4,Loop,Daily,10:51
SCH-IM-LOOP-L04-01B,ISHIUCHI_LOOP,IM-01,4,Loop,Daily,10:56
SCH-IM-LOOP-L05-01,ISHIUCHI_LOOP,IM-01,5,Loop,Daily,11:10
SCH-IM-LOOP-L05-02,ISHIUCHI_LOOP,IM-02,5,Loop,Daily,11:17
SCH-IM-LOOP-L05-01A,ISHIUCHI_LOOP,IM-01,5,Loop,Daily,11:24
SCH-IM-LOOP-L05-05,ISHIUCHI_LOOP,IM-05,5,Loop,Daily,11:26
SCH-IM-LOOP-L05-06,ISHIUCHI_LOOP,IM-06,5,Loop,Daily,11:31
SCH-IM-LOOP-L05-01B,ISHIUCHI_LOOP,IM-01,5,Loop,Daily,11:36
SCH-IM-LOOP-L06-01,ISHIUCHI_LOOP,IM-01,6,Loop,Daily,13:00
SCH-IM-LOOP-L06-02,ISHIUCHI_LOOP,IM-02,6,Loop,Daily,13:07
SCH-IM-LOOP-L06-01A,ISHIUCHI_LOOP,IM-01,6,Loop,Daily,13:14
SCH-IM-LOOP-L06-05,ISHIUCHI_LOOP,IM-05,6,Loop,Daily,13:16
SCH-IM-LOOP-L06-06,ISHIUCHI_LOOP,IM-06,6,Loop,Daily,13:21
SCH-IM-LOOP-L06-01B,ISHIUCHI_LOOP,IM-01,6,Loop,Daily,13:26
SCH-IM-LOOP-L07-01,ISHIUCHI_LOOP,IM-01,7,Loop,Daily,14:00
SCH-IM-LOOP-L07-02,ISHIUCHI_LOOP,IM-02,7,Loop,Daily,14:07
SCH-IM-LOOP-L07-01A,ISHIUCHI_LOOP,IM-01,7,Loop,Daily,14:14
SCH-IM-LOOP-L07-05,ISHIUCHI_LOOP,IM-05,7,Loop,Daily,14:16
SCH-IM-LOOP-L07-06,ISHIUCHI_LOOP,IM-06,7,Loop,Daily,14:21
SCH-IM-LOOP-L07-01B,ISHIUCHI_LOOP,IM-01,7,Loop,Daily,14:26
SCH-IM-LOOP-L08-01,ISHIUCHI_LOOP,IM-01,8,Loop,Daily,14:55
SCH-IM-LOOP-L08-04,ISHIUCHI_LOOP,IM-04,8,Loop,Daily,15:02
SCH-IM-LOOP-L08-02,ISHIUCHI_LOOP,IM-02,8,Loop,Daily,15:05
SCH-IM-LOOP-L08-01A,ISHIUCHI_LOOP,IM-01,8,Loop,Daily,15:12
SCH-IM-LOOP-L08-05,ISHIUCHI_LOOP,IM-05,8,Loop,Daily,15:14
SCH-IM-LOOP-L08-06,ISHIUCHI_LOOP,IM-06,8,Loop,Daily,15:19
SCH-IM-LOOP-L08-01B,ISHIUCHI_LOOP,IM-01,8,Loop,Daily,15:24
SCH-IM-LOOP-L09-01,ISHIUCHI_LOOP,IM-01,9,Loop,Daily,15:40
SCH-IM-LOOP-L09-04,ISHIUCHI_LOOP,IM-04,9,Loop,Daily,15:47
SCH-IM-LOOP-L09-02,ISHIUCHI_LOOP,IM-02,9,Loop,Daily,15:50
SCH-IM-LOOP-L09-01A,ISHIUCHI_LOOP,IM-01,9,Loop,Daily,15:57
SCH-IM-LOOP-L09-05,ISHIUCHI_LOOP,IM-05,9,Loop,Daily,15:59
SCH-IM-LOOP-L09-06,ISHIUCHI_LOOP,IM-06,9,Loop,Daily,16:04
SCH-IM-LOOP-L09-01B,ISHIUCHI_LOOP,IM-01,9,Loop,Daily,16:09
SCH-IM-LOOP-L10-01,ISHIUCHI_LOOP,IM-01,10,Loop,Daily,16:25
SCH-IM-LOOP-L10-04,ISHIUCHI_LOOP,IM-04,10,Loop,Daily,16:32
SCH-IM-LOOP-L10-02,ISHIUCHI_LOOP,IM-02,10,Loop,Daily,16:35
SCH-IM-LOOP-L10-01A,ISHIUCHI_LOOP,IM-01,10,Loop,Daily,16:42
SCH-IM-LOOP-L10-05,ISHIUCHI_LOOP,IM-05,10,Loop,Daily,16:44
SCH-IM-LOOP-L10-06,ISHIUCHI_LOOP,IM-06,10,Loop,Daily,16:49
SCH-IM-LOOP-L10-01B,ISHIUCHI_LOOP,IM-01,10,Loop,Daily,16:54
SCH-IM-NIGHT-O01-01,ISHIUCHI_NIGHT,IM-01,1,Outbound,Daily,18:20
SCH-IM-NIGHT-O01-02,ISHIUCHI_NIGHT,IM-02,1,Outbound,Daily,18:27
SCH-IM-NIGHT-O01-03,ISHIUCHI_NIGHT,IM-03,1,Outbound,Daily,18:37
SCH-IM-NIGHT-O02-01,ISHIUCHI_NIGHT,IM-01,2,Outbound,Daily,19:20
SCH-IM-NIGHT-O02-02,ISHIUCHI_NIGHT,IM-02,2,Outbound,Daily,19:27
SCH-IM-NIGHT-O02-03,ISHIUCHI_NIGHT,IM-03,2,Outbound,Daily,19:37
SCH-IM-NIGHT-O03-01,ISHIUCHI_NIGHT,IM-01,3,Outbound,Daily,20:20
SCH-IM-NIGHT-O03-02,ISHIUCHI_NIGHT,IM-02,3,Outbound,Daily,20:27
SCH-IM-NIGHT-O03-03,ISHIUCHI_NIGHT,IM-03,3,Outbound,Daily,20:37
IWS-01,IWAHARA,IW-01,1,To_Resort,Weekday,7:45,
IWS-02,IWAHARA,IW-01,2,To_Resort,Weekday,8:15,
IWS-03,IWAHARA,IW-01,3,To_Resort,Weekday,8:45,
IWS-04,IWAHARA,IW-01,4,To_Resort,Weekday,9:15,
IWS-05,IWAHARA,IW-01,5,To_Resort,Weekday,10:00,
IWS-06,IWAHARA,IW-01,6,To_Resort,Weekday,13:00,
IWS-07,IWAHARA,IW-01,7,To_Resort,Weekday,14:00,
IWS-08,IWAHARA,IW-01,8,To_Resort,Weekday,15:00,
IWS-09,IWAHARA,IW-01,9,To_Resort,Weekday,17:15,
IWS-10,IWAHARA,IW-03,1,To_Station,Weekday,9:40,
IWS-11,IWAHARA,IW-03,2,To_Station,Weekday,13:30,
IWS-12,IWAHARA,IW-03,3,To_Station,Weekday,14:30,
IWS-13,IWAHARA,IW-03,4,To_Station,Weekday,15:30,
IWS-14,IWAHARA,IW-03,5,To_Station,Weekday,16:00,
IWS-15,IWAHARA,IW-03,6,To_Station,Weekday,16:30,
IWS-16,IWAHARA,IW-03,7,To_Station,Weekday,17:00,
IWS-17,IWAHARA,IW-03,8,To_Station,Weekday,17:30,
IWS-18,IWAHARA,IW-01,1,To_Resort,Weekend/Holiday,7:40,
IWS-19,IWAHARA,IW-01,2,To_Resort,Weekend/Holiday,8:00,
IWS-20,IWAHARA,IW-01,3,To_Resort,Weekend/Holiday,8:30,
IWS-21,IWAHARA,IW-01,4,To_Resort,Weekend/Holiday,9:00,
IWS-22,IWAHARA,IW-01,5,To_Resort,Weekend/Holiday,9:20,
IWS-23,IWAHARA,IW-01,6,To_Resort,Weekend/Holiday,9:40,
IWS-24,IWAHARA,IW-01,7,To_Resort,Weekend/Holiday,10:00,
IWS-25,IWAHARA,IW-01,8,To_Resort,Weekend/Holiday,10:40,
IWS-26,IWAHARA,IW-01,9,To_Resort,Weekend/Holiday,11:10,
IWS-27,IWAHARA,IW-01,10,To_Resort,Weekend/Holiday,12:00,
IWS-28,IWAHARA,IW-01,11,To_Resort,Weekend/Holiday,12:40,
IWS-29,IWAHARA,IW-01,12,To_Resort,Weekend/Holiday,13:40,
IWS-30,IWAHARA,IW-01,13,To_Resort,Weekend/Holiday,14:40,
IWS-31,IWAHARA,IW-01,14,To_Resort,Weekend/Holiday,15:40,
IWS-32,IWAHARA,IW-01,15,To_Resort,Weekend/Holiday,16:40,
IWS-33,IWAHARA,IW-01,16,To_Resort,Weekend/Holiday,17:40,
IWS-34,IWAHARA,IW-03,1,To_Station,Weekend/Holiday,9:40,
IWS-35,IWAHARA,IW-03,2,To_Station,Weekend/Holiday,10:20,
IWS-36,IWAHARA,IW-03,3,To_Station,Weekend/Holiday,11:00,
IWS-37,IWAHARA,IW-03,4,To_Station,Weekend/Holiday,11:40,
IWS-38,IWAHARA,IW-03,5,To_Station,Weekend/Holiday,12:20,
IWS-39,IWAHARA,IW-03,6,To_Station,Weekend/Holiday,13:20,
IWS-40,IWAHARA,IW-03,7,To_Station,Weekend/Holiday,14:00,
IWS-41,IWAHARA,IW-03,8,To_Station,Weekend/Holiday,14:20,
IWS-42,IWAHARA,IW-03,9,To_Station,Weekend/Holiday,15:00,
IWS-43,IWAHARA,IW-03,10,To_Station,Weekend/Holiday,15:20,
IWS-44,IWAHARA,IW-03,11,To_Station,Weekend/Holiday,16:00,
IWS-45,IWAHARA,IW-03,12,To_Station,Weekend/Holiday,16:20,
IWS-46,IWAHARA,IW-03,13,To_Station,Weekend/Holiday,17:00,
IWS-47,IWAHARA,IW-03,14,To_Station,Weekend/Holiday,17:20,
IWS-48,IWAHARA,IW-03,15,To_Station,Weekend/Holiday,18:20,
IWJ-01,IWAHARA_JOKOKU,IW-05,1,To_Joetsu_Kokusai,Daily_Reservation,8:20,
IWJ-02,IWAHARA_JOKOKU,IW-03,2,To_Joetsu_Kokusai,Daily_Reservation,9:45,
IWJ-03,IWAHARA_JOKOKU,IW-03,3,To_Joetsu_Kokusai,Daily_Direct,16:10,
IWJ-04,IWAHARA_JOKOKU,IW-03,4,To_Joetsu_Kokusai,Weekend_Holiday_Only,17:40,
IWJ-05,IWAHARA_JOKOKU,IW-04,1,To_Iwappara,Daily_Direct,9:10,
IWJ-06,IWAHARA_JOKOKU,IW-04,2,To_Iwappara,Daily_Reservation,15:30,
IWJ-07,IWAHARA_JOKOKU,IW-04,3,To_Iwappara,Weekend_Holiday_Only,17:00,
Schedule_ID,Route_Code,Stop_ID,Trip_Number,Direction,Operating_Days,Departure_Time
SCH-IWA-A08-03A,IWAHARA_LOOP_A,IW-03,1,Loop,Daily,08:05
SCH-IWA-A08-09,IWAHARA_LOOP_A,IW-09,1,Loop,Daily,08:14
SCH-IWA-A08-10,IWAHARA_LOOP_A,IW-10,1,Loop,Daily,08:14
SCH-IWA-A08-11,IWAHARA_LOOP_A,IW-11,1,Loop,Daily,08:16
SCH-IWA-A08-12,IWAHARA_LOOP_A,IW-12,1,Loop,Daily,08:16
SCH-IWA-A08-02B,IWAHARA_LOOP_A,IW-02,1,Loop,Daily,08:23
SCH-IWA-A08-03B,IWAHARA_LOOP_A,IW-03,1,Loop,Daily,08:27
SCH-IWA-A09-03A,IWAHARA_LOOP_A,IW-03,2,Loop,Daily,09:05
SCH-IWA-A09-09,IWAHARA_LOOP_A,IW-09,2,Loop,Daily,09:14
SCH-IWA-A09-10,IWAHARA_LOOP_A,IW-10,2,Loop,Daily,09:14
SCH-IWA-A09-11,IWAHARA_LOOP_A,IW-11,2,Loop,Daily,09:16
SCH-IWA-A09-12,IWAHARA_LOOP_A,IW-12,2,Loop,Daily,09:16
SCH-IWA-A09-02B,IWAHARA_LOOP_A,IW-02,2,Loop,Daily,09:23
SCH-IWA-A09-03B,IWAHARA_LOOP_A,IW-03,2,Loop,Daily,09:27
SCH-IWA-A10-03A,IWAHARA_LOOP_A,IW-03,3,Loop,Daily,10:00
SCH-IWA-A10-09,IWAHARA_LOOP_A,IW-09,3,Loop,Daily,10:09
SCH-IWA-A10-10,IWAHARA_LOOP_A,IW-10,3,Loop,Daily,10:09
SCH-IWA-A10-11,IWAHARA_LOOP_A,IW-11,3,Loop,Daily,10:11
SCH-IWA-A10-12,IWAHARA_LOOP_A,IW-12,3,Loop,Daily,10:11
SCH-IWA-A10-02B,IWAHARA_LOOP_A,IW-02,3,Loop,Daily,10:18
SCH-IWA-A10-03B,IWAHARA_LOOP_A,IW-03,3,Loop,Daily,10:22
SCH-IWA-A11-03A,IWAHARA_LOOP_A,IW-03,4,Loop,Daily,11:00
SCH-IWA-A11-02A,IWAHARA_LOOP_A,IW-02,4,Loop,Daily,11:04
SCH-IWA-A11-09,IWAHARA_LOOP_A,IW-09,4,Loop,Daily,11:09
SCH-IWA-A11-10,IWAHARA_LOOP_A,IW-10,4,Loop,Daily,11:09
SCH-IWA-A11-11,IWAHARA_LOOP_A,IW-11,4,Loop,Daily,11:11
SCH-IWA-A11-12,IWAHARA_LOOP_A,IW-12,4,Loop,Daily,11:11
SCH-IWA-A11-02B,IWAHARA_LOOP_A,IW-02,4,Loop,Daily,11:18
SCH-IWA-A11-03B,IWAHARA_LOOP_A,IW-03,4,Loop,Daily,11:22
SCH-IWA-A14-03A,IWAHARA_LOOP_A,IW-03,5,Loop,Daily,14:30
SCH-IWA-A14-02A,IWAHARA_LOOP_A,IW-02,5,Loop,Daily,14:34
SCH-IWA-A14-09,IWAHARA_LOOP_A,IW-09,5,Loop,Daily,14:39
SCH-IWA-A14-10,IWAHARA_LOOP_A,IW-10,5,Loop,Daily,14:39
SCH-IWA-A14-11,IWAHARA_LOOP_A,IW-11,5,Loop,Daily,14:41
SCH-IWA-A14-12,IWAHARA_LOOP_A,IW-12,5,Loop,Daily,14:41
SCH-IWA-A14-02B,IWAHARA_LOOP_A,IW-02,5,Loop,Daily,14:48
SCH-IWA-A14-03B,IWAHARA_LOOP_A,IW-03,5,Loop,Daily,14:52
SCH-IWA-A15-03A,IWAHARA_LOOP_A,IW-03,6,Loop,Daily,15:30
SCH-IWA-A15-02A,IWAHARA_LOOP_A,IW-02,6,Loop,Daily,15:34
SCH-IWA-A15-09,IWAHARA_LOOP_A,IW-09,6,Loop,Daily,15:39
SCH-IWA-A15-10,IWAHARA_LOOP_A,IW-10,6,Loop,Daily,15:39
SCH-IWA-A15-11,IWAHARA_LOOP_A,IW-11,6,Loop,Daily,15:41
SCH-IWA-A15-12,IWAHARA_LOOP_A,IW-12,6,Loop,Daily,15:41
SCH-IWA-A15-02B,IWAHARA_LOOP_A,IW-02,6,Loop,Daily,15:48
SCH-IWA-A15-03B,IWAHARA_LOOP_A,IW-03,6,Loop,Daily,15:52
SCH-IWA-A16-03A,IWAHARA_LOOP_A,IW-03,7,Loop,Daily,16:30
SCH-IWA-A16-02A,IWAHARA_LOOP_A,IW-02,7,Loop,Daily,16:34
SCH-IWA-A16-09,IWAHARA_LOOP_A,IW-09,7,Loop,Daily,16:39
SCH-IWA-A16-10,IWAHARA_LOOP_A,IW-10,7,Loop,Daily,16:39
SCH-IWA-A16-11,IWAHARA_LOOP_A,IW-11,7,Loop,Daily,16:41
SCH-IWA-A16-12,IWAHARA_LOOP_A,IW-12,7,Loop,Daily,16:41
SCH-IWA-A16-02B,IWAHARA_LOOP_A,IW-02,7,Loop,Daily,16:48
SCH-IWA-A16-03B,IWAHARA_LOOP_A,IW-03,7,Loop,Daily,16:52
SCH-IWA-A17-03A,IWAHARA_LOOP_A,IW-03,8,Loop,Daily,17:00
SCH-IWA-A17-02A,IWAHARA_LOOP_A,IW-02,8,Loop,Daily,17:04
SCH-IWA-A17-09,IWAHARA_LOOP_A,IW-09,8,Loop,Daily,17:09
SCH-IWA-A17-10,IWAHARA_LOOP_A,IW-10,8,Loop,Daily,17:09
SCH-IWA-A17-11,IWAHARA_LOOP_A,IW-11,8,Loop,Daily,17:11
SCH-IWA-A17-12,IWAHARA_LOOP_A,IW-12,8,Loop,Daily,17:11
SCH-IWA-A17-02B,IWAHARA_LOOP_A,IW-02,8,Loop,Daily,17:18
SCH-IWA-A17-03B,IWAHARA_LOOP_A,IW-03,8,Loop,Daily,17:22
SCH-IWA-B08-03A,IWAHARA_LOOP_B,IW-03,1,Loop,Daily,08:30
SCH-IWA-B08-15,IWAHARA_LOOP_B,IW-15,1,Loop,Daily,08:39
SCH-IWA-B08-16,IWAHARA_LOOP_B,IW-16,1,Loop,Daily,08:41
SCH-IWA-B08-17,IWAHARA_LOOP_B,IW-17,1,Loop,Daily,08:42
SCH-IWA-B08-18,IWAHARA_LOOP_B,IW-18,1,Loop,Daily,08:43
SCH-IWA-B08-14,IWAHARA_LOOP_B,IW-14,1,Loop,Daily,08:45
SCH-IWA-B08-05,IWAHARA_LOOP_B,IW-05,1,Loop,Daily,08:47
SCH-IWA-B08-13,IWAHARA_LOOP_B,IW-13,1,Loop,Daily,08:48
SCH-IWA-B08-02B,IWAHARA_LOOP_B,IW-02,1,Loop,Daily,08:49
SCH-IWA-B08-03B,IWAHARA_LOOP_B,IW-03,1,Loop,Daily,08:53
SCH-IWA-B10-03A,IWAHARA_LOOP_B,IW-03,2,Loop,Daily,10:30
SCH-IWA-B10-15,IWAHARA_LOOP_B,IW-15,2,Loop,Daily,10:39
SCH-IWA-B10-16,IWAHARA_LOOP_B,IW-16,2,Loop,Daily,10:41
SCH-IWA-B10-17,IWAHARA_LOOP_B,IW-17,2,Loop,Daily,10:42
SCH-IWA-B10-18,IWAHARA_LOOP_B,IW-18,2,Loop,Daily,10:43
SCH-IWA-B10-14,IWAHARA_LOOP_B,IW-14,2,Loop,Daily,10:45
SCH-IWA-B10-05,IWAHARA_LOOP_B,IW-05,2,Loop,Daily,10:47
SCH-IWA-B10-13,IWAHARA_LOOP_B,IW-13,2,Loop,Daily,10:48
SCH-IWA-B10-02B,IWAHARA_LOOP_B,IW-02,2,Loop,Daily,10:49
SCH-IWA-B10-03B,IWAHARA_LOOP_B,IW-03,2,Loop,Daily,10:53
SCH-IWA-B11-03A,IWAHARA_LOOP_B,IW-03,3,Loop,Daily,11:30
SCH-IWA-B11-02A,IWAHARA_LOOP_B,IW-02,3,Loop,Daily,11:34
SCH-IWA-B11-13A,IWAHARA_LOOP_B,IW-13,3,Loop,Daily,11:35
SCH-IWA-B11-05A,IWAHARA_LOOP_B,IW-05,3,Loop,Daily,11:36
